Id,ProductionBudget,DomesticGross,WorldwideGross,DomesticBoxOffice,InternationalBoxOffice,WorldwideBoxOffice,DomesticDVDSales,DomesticBluRaySales,TotalDomesticVideoSales,OpeningWeekend,Legs,InflAdjDomBO,RunningTime
"3,815",12000000,27838408,43924923,27838408,16086515,43924923,29557731,67775,29625506,10457367,2.66,45816488,88
"3,816",12000000,27379507,31724550,27379507,4345043,31724550,,,,5010109,5.46,70987270,85
"3,817",12000000,27007844,37566117,27007844,10558273,37566117,5111936,4099196,9211132,621329,6.08,33658329,102
"3,818",12000000,25885000,56131239,25885000,30246239,56131239,,,,205996,8.88,47716463,123
"3,819",12000000,25326071,32700439,25326071,7374368,32700439,4401682,1506991,5908673,7138266,3.55,34298370,95
"3,820",12000000,25317379,26001741,25317379,684362,26001741,1055508,558106,1613614,6896593,3.67,33341117,101
"3,821",12000000,22921898,22921898,22921898,,,,,,8459126,2.71,52686150,121
"3,822",12000000,22750363,22750363,22750363,,,,,,,4.52,59238860,112
"3,823",12000000,22744718,41744718,22744718,19000000,41744718,,,,,,,131
"3,824",12000000,22673340,22673340,22673340,,,,,,,,97377928,102
"3,825",12000000,22348241,32909437,22348241,10561196,32909437,1598893,1101797,2700690,8310252,2.69,28578168,106
"3,826",12000000,22260900,47582563,22260900,25321663,47582563,323648,1038579,1362227,8427265,2.64,26197869,89
"3,827",12000000,22012729,22730144,22012729,717415,22730144,1505208,1274621,2779829,8376846,2.63,25905806,108
"3,828",12000000,21540363,21867665,21540363,327302,21867665,12067587,768972,12836559,8284989,2.6,29430306,100
"3,829",12000000,21133087,23059379,21133087,1926292,23059379,,,,5811664,3.64,44845404,99
"3,830",12000000,21089146,21089146,21089146,,,,,,10019555,2.1,52262292,92
"3,831",12000000,19000000,19000000,19000000,,,,,,,,87529913,125
"3,832",12000000,18761993,28915761,18761993,10153768,28915761,,,,211559,4.66,31552920,117
"3,833",12000000,18597342,22978953,18597342,4381611,22978953,31718998,,31718998,7482669,2.49,30607525,104
"3,834",12000000,17654912,24761360,17654912,7106448,24761360,4892420,2630564,7522984,140401,11.37,23340436,114
"3,835",12000000,17321573,17322212,17321573,639,17322212,,,,7548819,2.29,30068686,86
"3,836",12000000,17292381,17292381,17292381,,,,,,5377958,3.22,32927887,86
"3,837",12000000,16311571,22750356,16311571,6438785,22750356,3296261,849063,4145324,310263,4.79,22155196,94
"3,838",12000000,15472775,18460739,15472775,2987964,18460739,,,,6950045,2.23,18169550,94
"3,839",12000000,15323921,84429086,15323921,69105165,84429086,12089816,3565083,15654899,1076250,3.22,20318802,123
"3,840",12000000,14915773,21398371,14915773,6482598,21398371,878949,688484,1567433,224476,6.2,17582180,119
"3,841",12000000,14301505,23477345,14301505,9175840,23477345,640350,243940,884290,5467084,2.62,17187309,89
"3,842",12000000,14010363,14010363,14010363,,,,,,4206656,3.33,32904505,
"3,843",12000000,12905901,12905901,12905901,,,,,,169747,2.99,29619937,100
"3,844",12000000,12796861,17475475,12796861,4678614,17475475,7172233,,7172233,293369,8.5,19053628,113
"3,845",12000000,12200000,44200000,12200000,32000000,44200000,,,,,,47307911,
"3,846",12000000,11634362,43153588,11634362,31519226,43153588,,,,89472,8.59,20241035,100
"3,847",12000000,11487676,84970337,11487676,73482661,84970337,,,,26994,121.06,27098300,149
"3,848",12000000,11368012,16221211,11368012,4853199,16221211,1225353,388399,1613752,4785431,2.38,13661893,114
"3,849",12000000,11050094,92863945,11050094,81813851,92863945,,,,397472,6.36,18808621,119
"3,850",12000000,10950663,42913181,10950663,31962518,42913181,37424,186884,224308,232266,6.59,10950663,105
"3,851",12000000,10410004,16703751,10410004,6293747,16703751,5126851,3296993,8423844,9103614,1.14,12224380,115
"3,852",12000000,10198766,12516222,10198766,2317456,12516222,,,,4127903,2.47,18923007,93
"3,853",12000000,10051659,10116816,10051659,65157,10116816,1460868,548185,2009053,3000805,3.35,12069148,118
"3,854",12000000,9739250,15030244,9739250,5290994,15030244,506721,29276,535997,3827715,2.54,9970476,
"3,855",12000000,8195551,8942516,8195551,746965,8942516,13194909,,13194909,3445559,2.38,12304486,110
"3,856",12000000,7919574,35830713,7919574,27911139,35830713,,,,2002165,3.96,10725141,100
"3,857",12000000,7900000,7900000,7900000,,,,,,,,,167
"3,858",12000000,6982680,6982680,6982680,,,,,,3342085,2.09,13965350,81
"3,859",12000000,6860000,8706701,6860000,1846701,8706701,1889933,,1889933,226108,2.71,11290196,116
"3,860",12000000,6730578,46730578,6730578,40000000,46730578,,,,4040711,1.67,17525510,95
"3,861",12000000,6726179,9026137,6726179,2299958,9026137,,,,3665664,1.83,6726179,84
"3,862",12000000,5669081,10026255,5669081,4357174,10026255,2298884,653858,2952742,1885608,3.01,7677473,143
"3,863",12000000,5549923,5549923,5549923,,,,,,372012,2.88,9123373,86
"3,864",12000000,5078660,6200000,5078660,1121340,6200000,,,,1588013,3.2,11673328,113
"3,865",12000000,4922166,4922166,4922166,,,,,,2715848,1.81,8799488,81
"3,866",12000000,4884663,4984663,4884663,100000,4984663,,56329,56329,2046576,2.39,14193164,100
"3,867",12000000,4880941,4880941,4880941,,,,,,2485764,1.96,11904192,108
"3,868",12000000,4717455,23693646,4717455,18976191,23693646,,,,97625,2.29,8433517,118
"3,869",12000000,3950294,5295909,3950294,1345615,5295909,,,,1836256,2.15,5930940,97
"3,870",12000000,3149034,16349034,3149034,13200000,16349034,,,,94986,7.81,4526209,109
"3,871",12000000,2883879,29484256,2883879,26600377,29484256,,406043,406043,23442,18.54,3811312,142
"3,872",12000000,2326407,2326407,2326407,,,,,,77400,10.55,4316463,
"3,873",12000000,2201923,92618117,2201923,90416194,92618117,,,,314488,7,3450096,119
"3,874",12000000,2104164,2104164,2104164,,,,,,1124671,1.87,8159307,
"3,875",12000000,2062406,2062406,2062406,,,,,,1040727,1.98,4376518,
"3,876",12000000,1779284,1779284,1779284,,,,,,55000,7.91,3301321,104
"3,877",12000000,1703125,12034913,1703125,10331788,12034913,,,,160547,4.82,2258259,100
"3,878",12000000,1506998,2975188,1506998,1468190,2975188,,,,55851,5,2262593,90
"3,879",12000000,1442338,19278598,1442338,17836260,19278598,,,,113074,10.66,2425640,129
"3,880",12000000,1188194,1188194,1188194,,,3417921,,3417921,145430,7.74,1615221,106
"3,881",12000000,870067,994790,870067,124723,994790,,,,105422,8.25,1463223,
"3,882",12000000,793352,1200346,793352,406994,1200346,,,,39962,8.69,1074410,103
"3,883",12000000,550472,557545,550472,7073,557545,,,,27497,8.65,752099,111
"3,884",12000000,450594,477693,450594,27099,477693,,,,60029,4.08,858196,114
"3,885",12000000,378650,4606284,378650,4227634,4606284,,,,75180,5.04,702554,86
"3,886",12000000,340536,1080362,340536,739826,1080362,101139,121023,222162,27435,6.91,435458,85
"3,887",12000000,303439,7203439,303439,6900000,7203439,,,,20220,4.33,455574,
"3,888",12000000,220175,220175,220175,,,,,,43380,4.78,517095,
"3,889",12000000,214202,1513388,214202,1299186,1513388,,,,118086,1.81,335625,
"3,890",12000000,196857,196857,196857,,,,,,12680,9.14,323982,140
"3,891",12000000,190946,310946,190946,120000,310946,,,,27330,6.7,260887,95
"3,892",12000000,178287,178287,178287,,,,,,42326,4.21,378324,
"3,893",12000000,146028,622273,146028,476245,622273,,,,74743,1.95,278124,86
"3,894",12000000,122558,20122558,122558,20000000,20122558,,,,5610,9.22,166594,135
"3,895",12000000,57528,627538,57528,570010,627538,266338,92842,359180,6863,8.1,68065,101
"3,896",12000000,17484,6553186,17484,6535702,6553186,,,,10230,1.71,22358,113
"3,897",12000000,17479,87793,17479,70314,87793,,,,6254,2.79,23759,113
"3,898",12000000,14616,14616,14616,,,,,,,5.96,18682,111
"3,899",12000000,1411,256003,1411,254592,256003,,,,411,3.43,1800,108
"3,900",12000000,0,5400624,,5400624,5400624,,,,,,,
"3,901",12000000,0,1950194,,1950194,1950194,,,,,,,
"3,902",12000000,0,1828400,,1828400,1828400,,,,,,,89
"3,903",12000000,0,1594955,,1594955,1594955,,,,,,,
"3,904",12000000,0,0,,,,,,,,,,
"3,905",12000000,0,0,,,,,888625,888625,,,,
"3,906",12000000,0,0,,,,36976,22649,59625,,,,92
"3,907",12000000,0,0,,,,,,,,,,
"3,908",12000000,0,0,,,,,,,,,,120
"3,909",11900000,2022115,24374909,2022115,22352794,24374909,480253,70318,550571,185165,5.53,2520041,118
"3,910",11900000,208588,5685597,208588,5477009,5685597,1104873,349389,1454262,99601,2.09,266730,103
"3,911",11900000,81897,81897,81897,,,,,,7837,3.07,165354,91
"3,912",11900000,48856,49452,48856,596,49452,,,,,7.26,99478,134
"3,913",11800000,53369745,253267858,53369745,199898113,253267858,1327558,5955829,7283387,393216,9.39,62732798,132
"3,914",11800000,12711491,41925420,12711491,29213929,41925420,1286628,863817,2150445,253510,8.55,16003632,118
"3,915",11500000,57469179,57469850,57469179,671,57469850,,,,12046179,4.77,155267606,
"3,916",11500000,35593113,105078449,35593113,69485336,105078449,5758500,3805525,9564025,11111875,3.2,44357652,97
"3,917",11500000,0,0,,,,,,,,,,
"3,918",11400000,15000,29830239,15000,29815239,29830239,,,,15000,1,21560,101
"3,919",11400000,0,27042499,,27042499,27042499,,,,,,,99
"3,920",11300000,12036071,12973482,12036071,937411,12973482,,,,461052,3.95,12036071,
"3,921",11250000,0,3241142,,3241142,3241142,,,,,,,100
"3,922",11000000,460998007,775398007,460998007,314400000,775398007,,7156131,7156131,1554475,12.84,1771490282,119
"3,923",11000000,151937605,164029770,151937605,12092165,164029770,,,,12511634,10.89,486248986,111
"3,924",11000000,111897830,112052801,111897830,154971,112052801,,,,,1,,197
"3,925",11000000,93617009,129262388,93617009,35645379,129262388,22677745,8108092,30785837,300010,7.71,127582162,115
"3,926",11000000,90559416,274392880,90559416,183833464,274392880,65557390,,65557390,42030184,2.15,135943777,112
"3,927",11000000,81204830,81204830,81204830,,,,701895,701895,,11.5,210850591,136
"3,928",11000000,72778712,85278712,72778712,12500000,85278712,49306153,,49306153,29002002,2.51,119779307,92
"3,929",11000000,52929168,52929168,52929168,,,,,,7416751,7.14,137488292,119
"3,930",11000000,50474843,78356170,50474843,27881327,78356170,10740828,3681594,14422422,15679190,3.22,66599605,106
"3,931",11000000,49793054,49793054,49793054,,,,,,8836265,5.64,134528600,107
"3,932",11000000,46566212,97837138,46566212,51270926,97837138,,,,15021088,3.1,83247720,80
"3,933",11000000,41227069,46060861,41227069,4833792,46060861,,,,12177488,3.39,76493597,101
"3,934",11000000,39387284,83088295,39387284,43701011,83088295,,,,118266,11.03,96067123,122
"3,935",11000000,38665260,76238901,38665260,37573641,76238901,,,,13020565,2.97,81611532,97
"3,936",11000000,38322743,62076141,38322743,23753398,62076141,3652319,1323940,4976259,187281,9.71,48395732,113
"3,937",11000000,37780486,39994347,37780486,2213861,39994347,18671250,,18671250,10527799,3.59,56706993,110
"3,938",11000000,33800859,44984979,33800859,11184120,44984979,4549984,2907450,7457434,161558,5.42,40621325,107
"3,939",11000000,33307793,58586407,33307793,25278614,58586407,3196411,1021795,4218206,2091551,6.07,42592880,107
"3,940",11000000,31672000,31672000,31672000,,,,,,4892731,6.47,122814438,92
"3,941",11000000,30014534,53797409,30014534,23782875,53797409,1198248,1452544,2650792,264155,8.93,35560061,120
"3,942",11000000,27693292,69752402,27693292,42059110,69752402,11377217,2035112,13412329,14118444,1.96,39804492,92
"3,943",11000000,23978402,25116103,23978402,1137701,25116103,,,,9023173,2.66,45659380,86
"3,944",11000000,22958583,41503088,22958583,18544505,41503088,860765,1619606,2480371,138780,2.94,27018938,107
"3,945",11000000,21171695,21171695,21171695,,,,,,6203835,3.41,54995388,88
"3,946",11000000,20388920,20388920,20388920,,,,,,,,93928436,145
"3,947",11000000,20000000,20221274,20000000,221274,20221274,,,,,,,185
"3,948",11000000,18388357,56178935,18388357,37790578,56178935,2478704,429787,2908491,47122,10.32,24382096,99
"3,949",11000000,13906394,14786394,13906394,880000,14786394,,,,4531665,3.07,26471346,89
"3,950",11000000,13592872,13719474,13592872,126602,13719474,,,,5426390,2.5,27185737,87
"3,951",11000000,13558739,13558739,13558739,,,,,,6406076,2.12,25823878,95
"3,952",11000000,13248209,32943247,13248209,19695038,32943247,2172806,2984625,5157431,405411,7.04,17530846,104
"3,953",11000000,13110448,19947280,13110448,6836832,19947280,,,,4208655,3.12,24325404,99
"3,954",11000000,11502976,21502976,11502976,10000000,21502976,,,,4424535,2.6,29952187,89
"3,955",11000000,10214647,17443529,10214647,7228882,17443529,,,,169038,7.9,17543189,118
"3,956",11000000,9177065,9307166,9177065,130101,9307166,2887465,543648,3431113,4611534,1.99,12168356,95
"3,957",11000000,9170214,9170214,9170214,,,,,,,,23877991,117
"3,958",11000000,6788692,11862650,6788692,5073958,11862650,,,,207057,5.13,8033062,114
"3,959",11000000,5599781,75379113,5599781,69779332,75379113,,,,2371100,2.36,6978681,170
"3,960",11000000,4814244,5942218,4814244,1127974,5942218,,,,2785283,1.73,8932448,87
"3,961",11000000,4068087,4234355,4068087,166268,4234355,,,,98363,11.06,7222255,180
"3,962",11000000,3753806,13353855,3753806,9600049,13353855,,,,13207,12.62,6427909,125
"3,963",11000000,3493000,9814566,3493000,6321566,9814566,724939,346307,1071246,133898,4.09,4608870,97
"3,964",11000000,3185193,38156027,3185193,34970834,38156027,,,,223119,9.7,4329194,117
"3,965",11000000,3051221,24150550,3051221,21099329,24150550,,,,613485,4.97,5454745,94
"3,966",11000000,2844379,2844379,2844379,,,,,,29097,6.17,6971588,123
"3,967",11000000,2794056,2794056,2794056,,,,,,1127645,2.48,6924113,114
"3,968",11000000,2200000,2200000,2200000,,,,,,,,,124
"3,969",11000000,2000000,2000000,2000000,,,,,,,,5121136,98
"3,970",11000000,920057,6712903,920057,5792846,6712903,282361,278482,560843,21010,7.88,1105705,80
"3,971",11000000,727119,1444119,727119,717000,1444119,34453,87027,121480,155714,2.98,860406,112
"3,972",11000000,551002,3231251,551002,2680249,3231251,,,,18445,9.15,860891,
"3,973",11000000,355968,6586324,355968,6230356,6586324,,,,70460,5.05,585850,
"3,974",11000000,229653,229653,229653,,,,,,32774,7.01,312189,111
"3,975",11000000,61611,25307405,61611,25245794,25307405,,,,61611,1,83437,109
"3,976",11000000,46000,10477506,46000,10431506,10477506,4647145,295205,4942350,46000,1,62287,97
"3,977",11000000,0,82438670,,82438670,82438670,,,,,,,105
"3,978",11000000,0,2990000,,2990000,2990000,,,,,,,120
"3,979",11000000,0,2352511,,2352511,2352511,671067,829595,1500662,,,,106
"3,980",11000000,0,0,,,,,,,,,,
"3,981",10800000,56746769,118209778,56746769,61463009,118209778,28159455,662995,28822450,30053954,1.89,85199191,92
"3,982",10800000,13182281,484630908,13182281,471448627,484630908,5805599,,5805599,101053,23.28,17851777,110
"3,983",10800000,4567338,39837366,4567338,35270028,39837366,,,,152636,10.75,5373550,113
"3,984",10800000,399879,2862544,399879,2462665,2862544,,,,28298,9.63,626544,
"3,985",10800000,0,89569657,,89569657,89569657,,,,,,,109
"3,986",10750000,3275443,32575443,3275443,29300000,32575443,,,,1351786,2.42,5390722,192
"3,987",10700000,74788932,121788932,74788932,47000000,121788932,,,,6896612,10.84,274004973,114
"3,988",10700000,65403354,188034787,65403354,122631433,188034787,,,,3522581,12.31,265312886,117
"3,989",10700000,18542974,31341183,18542974,12798209,31341183,,,,192802,5.1,39349059,97
"3,990",10600000,22163442,34409206,22163442,12245764,34409206,,,,6163306,3.6,38173845,88
"3,991",10600000,24084,261364,24084,237280,261364,403785,304473,708258,4608,2.84,31920,98
"3,992",10500000,439454989,797307407,439454989,357852418,797307407,,,,11911430,25.47,1453084096,114
"3,993",10500000,59936321,71777922,59936321,11841601,71777922,,,,,295.6,,141
"3,994",10500000,11052958,14140402,11052958,3087444,14140402,10603988,,10603988,4712341,2.35,17318437,97
"3,995",10500000,177331,4942337,177331,4765006,4942337,30111,19175,49286,7479,12.71,209833,135
"3,996",10500000,125169,125169,125169,,,,,,,,330709,99
"3,997",10400000,1610194,1610194,1610194,,,,,,228509,7.05,2795146,
"3,998",10350000,33381742,174375841,33381742,140994099,174375841,,,,136470,18.43,62653285,123
"3,999",10300000,0,12478635,,12478635,12478635,,,,,,,119
"4,000",10100000,10143618,10143618,10143618,,,,,,3093281,3.28,34713713,95
"4,001",10100000,1183658,18726300,1183658,17542642,18726300,,,,642156,1.84,1617216,135
"4,002",10100000,1066555,1066555,1066555,,,,,,901857,1.18,1671137,110
"4,003",10000000,159366015,255416089,159366015,96050074,255416089,10608820,13304463,23913283,76221545,2.09,188577817,105
"4,004",10000000,138433435,225925989,138433435,87492554,225925989,,,,272912,11.77,318571088,126
"4,005",10000000,110359362,187281115,110359362,76921753,187281115,,,,39128715,2.82,191573892,92
"4,006",10000000,89217875,158906350,89217875,69688475,158906350,8172101,3087096,11259197,26411706,3.38,111187130,88
"4,007",10000000,85300000,85300000,85300000,,,,,,6152166,13.66,330767623,106
"4,008",10000000,80238724,163876815,80238724,83638091,163876815,47482259,,47482259,33610391,2.39,132057005,107
"4,009",10000000,79042440,118514727,79042440,39472287,118514727,3274202,4282157,7556359,31515110,2.51,98506066,105
"4,010",10000000,68566296,105953632,68566296,37387336,105953632,5877973,3263118,9141091,13582231,5.05,81135530,104
"4,011",10000000,68353550,90453550,68353550,22100000,90453550,,311139,311139,17362105,3.94,136707098,99
"4,012",10000000,67745330,172811971,67745330,105066641,172811971,1910210,1909419,3819629,29581355,2.29,80164069,103
"4,013",10000000,63465522,63465522,63465522,,,,,,16065430,3.95,134676825,95
"4,014",10000000,63300095,135759694,63300095,72459599,135759694,32733097,,32733097,31756764,1.99,99182414,95
"4,015",10000000,63257940,63320521,63257940,62581,63320521,29217365,,29217365,30030661,2.11,104110006,
"4,016",10000000,57743451,74789292,57743451,17045841,74789292,550809,823681,1374490,23154388,2.49,59114383,96
"4,017",10000000,56094360,92094360,56094360,36000000,92094360,,,,24113565,2.33,94336535,101
"4,018",10000000,52293000,52293000,52293000,,,,,,6357877,8.22,150839851,119
"4,019",10000000,52218558,120453155,52218558,68234597,120453155,3083782,1721549,4805331,22692741,2.3,66775330,97
